gene_name,DRUG_ID,DRUG_NAME,n_test_cells,mean_delta_auc,std_delta_auc,abs_mean_delta,frac_positive,is_known_target
GFOD3P,1908,Ulixertinib,186,0.0023531613405793905,0.0032755767460912466,0.0029278628062456846,0.7903225806451613,False
GFOD3P,1909,Venetoclax,186,0.00025828424259088933,0.0026001236401498318,0.0018799648387357593,0.5752688172043011,False
GFOD3P,1910,ABT737,186,0.004530563950538635,0.0061126104556024075,0.005966177675873041,0.7903225806451613,False
GFOD3P,1911,Dactinomycin,184,-0.0015904270112514496,0.007470881566405296,0.0062184203416109085,0.43478260869565216,False
GFOD3P,1912,Afuresertib,186,-2.9411687137326226e-05,0.005372542887926102,0.004017201252281666,0.5591397849462365,False
GFOD3P,1913,AGI-5198,186,0.0006474432884715497,0.0018451274372637272,0.001634067390114069,0.6720430107526881,False
GFOD3P,1915,AZD3759,189,0.0011809802381321788,0.0019075160380452871,0.0018798878882080317,0.7354497354497355,False
GFOD3P,1916,AZD5363,186,-0.0003468634677119553,0.0035821327473968267,0.0026553859934210777,0.5,False
GFOD3P,1917,AZD6738,186,-0.0035992322955280542,0.005607681814581156,0.005394362844526768,0.3064516129032258,False
GFOD3P,1918,AZD8186,186,8.452002657577395e-05,0.0029337818268686533,0.0023963015992194414,0.5591397849462365,False
GFOD3P,1919,Osimertinib,186,0.0008593951351940632,0.002203982789069414,0.0018744916887953877,0.6720430107526881,False
GFOD3P,1922,Cediranib,186,-0.0022530280984938145,0.0023594272788614035,0.002671007299795747,0.16666666666666666,False
GFOD3P,1924,Ipatasertib,186,-0.0011828974820673466,0.0036784145049750805,0.0027899970300495625,0.4032258064516129,False
GFOD3P,1925,GDC0810,186,0.00029515003552660346,0.0017795211169868708,0.0015007206238806248,0.6129032258064516,False
GFOD3P,1926,GNE-317,184,0.003512524999678135,0.004994322545826435,0.004712023306638002,0.7717391304347826,False
GFOD3P,1927,GSK2578215A,186,0.001246462925337255,0.0018834838410839438,0.0019248073222115636,0.7526881720430108,False
GFOD3P,1928,I-BRD9,186,0.002472976455464959,0.0017962114652618766,0.002550639444962144,0.9247311827956989,False
GFOD3P,1930,Telomerase Inhibitor IX,186,-0.0033615841530263424,0.0031945088412612677,0.0038602647837251425,0.12903225806451613,False
GFOD3P,1931,MIRA-1,189,0.0009704292169772089,0.0020683566108345985,0.0019125534454360604,0.7354497354497355,False
GFOD3P,1932,NVP-ADW742,186,0.003166231093928218,0.003460721578449011,0.0037831494119018316,0.8387096774193549,False
GFOD3P,1933,P22077,186,0.0006864605820737779,0.0030173491686582565,0.0026320856995880604,0.6397849462365591,False
GFOD3P,1936,Savolitinib,186,0.0007039994234219193,0.0021711522713303566,0.001963617978617549,0.6666666666666666,False
GFOD3P,1939,UMI-77,145,-0.0009854361414909363,0.002831942168995738,0.002189050428569317,0.3931034482758621,False
GFOD3P,1940,WIKI4,186,0.0008546944009140134,0.002265570918098092,0.0020229043439030647,0.6827956989247311,False
GFOD3P,1941,Sepantronium bromide,186,-0.002308749593794346,0.005478494334965944,0.0043843649327754974,0.3225806451612903,False
GFOD3P,1996,MIM1,145,5.540477650356479e-05,0.0023246370255947113,0.001823260448873043,0.5862068965517241,False
GFOD3P,1997,WEHI-539,188,0.0031424127519130707,0.0037940586917102337,0.0037384051829576492,0.8031914893617021,False
GFOD3P,1998,BPD-00008900,145,0.00135136884637177,0.0017502481350675225,0.0018589874962344766,0.7862068965517242,False
